SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 4
ClickOn
SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 1, 0
Xlabel, "X"
Ylabel, "Y"
TxtAlign, 1
KeyClass, 1
ChartCaption, "IEEE8500:Power, max=2E003 "
Line, "Line.hvmv_sub_connector", "_hvmv_sub_lsb", "hvmv_sub_48332", 0, 6,  0, 0, 7.1995579, 0, 1693852, 12277578, 1693886, 12277578, 16711935, 3, 0, 0, 0, 5, 16, 1
Line, "Line.ln5502549-1", "m1009763.2", "l2673322.2", 192, 2,  0, 2, 7.1995579, 13.595529, 1662434.2, 12281193, 1662466.2, 12281294, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6259988-1", "m1069148.3", "l2673309.3", 256, 2,  0, 1, 7.1995579, 8.0550713, 1674268.1, 12266092, 1673916.3, 12266089, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6077796-1", "m1069588.2", "l2804270.2", 320, 2,  0, 2, 7.1995579, 9.3142913, 1674984.7, 12287113, 1674953.4, 12287092, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5835135-2", "m3036164.2", "l2935553.2", 384, 2,  0, 17, 7.1995579, 12.418971, 1668428.1, 12289757, 1668339.1, 12289886, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5896826-1", "m1209749.2", "l2748840.2", 448, 2,  0, 1, 7.1995579, 2.5035318, 1692000, 12273042, 1692304.8, 12272450, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5714038-1", "m1108264.2", "m1108263.2", 512, 2,  0, 3, 7.1995579, 9.3230231, 1679540.5, 12260421, 1679627.7, 12260105, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5653457-1", "l3085398", "m1026891", 576, 6,  0, 67, 7.1995579, 12.133701, 1663360.6, 12285490, 1663258.9, 12285227, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5835173-1", "l3216367", "m1069468", 768, 6,  0, 90, 7.1995579, 11.637811, 1673511.3, 12278910, 1673577.8, 12278791, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6321415-1", "m1142800.2", "m1142799.2", 960, 2,  0, 1, 7.1995579, 4.6061756, 1686401.4, 12272256, 1686166.7, 12272060, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5565092-1", "m1047592.3", "p827512.3", 1024, 2,  0, 1, 7.1995579, 10.178845, 1668812.7, 12283524, 1668818.2, 12283535, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6073648-1", "m1047339.1", "p895104.1", 1088, 2,  0, 4, 7.1995579, 8.6128872, 1671536.9, 12264380, 1671529.5, 12264404, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5774457-1", "m1026915", "m1026920", 1152, 6,  0, 65, 7.1995579, 12.151641, 1663539.9, 12285877, 1663580.2, 12286005, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5534966-3", "n1138596.1", "l3254207.1", 1344, 2,  0, 9, 7.1995579, 13.169037, 1673874.3, 12274484, 1673949.1, 12274513, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5859996-1", "m1069464.2", "p873787.2", 1408, 2,  0, 2, 7.1995579, 11.75228, 1673734.4, 12278610, 1673733.5, 12278589, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6138610-2", "n1144665", "m1047515", 1472, 6,  0, 222, 7.1995579, 9.7327522, 1669973.1, 12282253, 1669891.1, 12282216, 16711680, 3, 0, 0, 0, 0, 16, 1
Line, "Line.ln6258435-3", "n1137002.1", "m1047707.1", 1664, 2,  0, 2, 7.1995579, 10.59377, 1670188.3, 12285035, 1669945.4, 12285152, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5804790-1", "l2729406.3", "l2897768.3", 1728, 2,  0, 1, 7.1995579, 7.3438862, 1677474, 12277938, 1678112.8, 12277952, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6900591-14", "l3649301.1", "l3649302.1", 1792, 2,  0, 3, 7.1995579, 10.792964, 1668008.6, 12284893, 1668009.6, 12285100, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6409873-1", "l2970842.2", "m1089113.2", 1856, 2,  0, 11, 7.1995579, 6.604295, 1676929.3, 12268559, 1677067.3, 12268368, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6014135-1", "m1047312.1", "p893163.1", 1920, 2,  0, 9, 7.1995579, 9.0771925, 1670458.3, 12263309, 1670449.4, 12263320, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6077784-1", "l2822871", "m1026872", 1984, 6,  0, 143, 7.1995579, 11.376597, 1665333.2, 12284492, 1665207.3, 12284644, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.ln5744338-1", "m1026312.2", "l2973163.2", 2176, 2,  0, 21, 7.1995579, 11.353687, 1664935.6, 12258310, 1664810.1, 12258188, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6991381-4", "l3728038.1", "l3728039.1", 2240, 2,  0, 3, 7.1995579, 10.903935, 1669619.1, 12279616, 1669413.1, 12279774, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5774480-1", "m1069567.2", "m1069582.2", 2304, 2,  0, 23, 7.1995579, 9.0892933, 1674888.2, 12286519, 1675139.1, 12286954, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5986938-3", "n1140830.1", "l3216351.1", 2368, 2,  0, 4, 7.1995579, 12.101012, 1664731.4, 12277884, 1664756.6, 12277870, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5894230-1", "l2952007.3", "l2861158.3", 2432, 2,  0, 1, 7.1995579, 4.1646393, 1687211.5, 12284313, 1686796.5, 12284326, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5683858-3", "n1140827", "m1026726", 2496, 6,  0, 4, 7.1995579, 11.838669, 1665613.6, 12278455, 1665615, 12278512, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5920279-5", "l2730106", "n1142099", 2688, 6,  0, 659, 7.1995579, 5.3088084, 1681252.8, 12280907, 1681215.7, 12280971, 16711680, 8, 0, 0, 0, 0, 16, 1
Line, "Line.ln6439600-1", "m1026658.1", "l3172805.1", 2880, 2,  0, 1, 7.1995579, 12.700744, 1663229.6, 12276550, 1663438.1, 12276268, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5589097-1", "p895112.1", "l3048962.1", 2944, 2,  0, 1, 7.1995579, 3.1035686, 1685510.7, 12276024, 1685564.4, 12276088, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5651975-1", "l2991914", "m1047503", 3008, 6,  0, 85, 7.1995579, 10.056937, 1669054, 12281719, 1668955.7, 12281656, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5865236-1", "m1047751.1", "l2973154.1", 3200, 2,  0, 3, 7.1995579, 11.938907, 1670806.3, 12288000, 1670826.3, 12287978, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5593232-1", "l3010565.3", "l2897775.3", 3264, 2,  0, 1, 7.1995579, 7.3767659, 1676182.3, 12269540, 1676578.5, 12269465, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5740283-1", "m1125955.3", "m1125957.3", 3328, 2,  0, 2, 7.1995579, 3.9933906, 1683291.9, 12277628, 1683309.1, 12277642, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6106559-1", "m1069640.2", "l2804269.2", 3392, 2,  0, 4, 7.1995579, 10.03941, 1674008.2, 12289010, 1674078, 12289268, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5714056-3", "m1026702", "n1139551", 3456, 6,  0, 67, 7.1995579, 11.368801, 1666852.7, 12278176, 1666463.9, 12278011, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5985355-3", "n1136355.2", "l2783231.2", 3648, 2,  0, 40, 7.1995579, 8.6100512, 1675345, 12285527, 1675138.9, 12285646, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5531956-1", "l2748143.1", "l3251854.1", 3712, 2,  0, 1, 7.1995579, 8.9672425, 1675902.3, 12286396, 1675902.3, 12286616, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5650048-1", "m1069610.2", "m1069600.2", 3776, 2,  0, 1, 7.1995579, 9.7561492, 1674805.9, 12287987, 1674960.5, 12287860, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6290203-1", "m1069424", "l2935549", 3840, 6,  0, 71, 7.1995579, 12.355131, 1673946.9, 12276991, 1673877.4, 12276709, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6134414-1", "p895089.3", "l3235242.3", 4032, 2,  0, 2, 7.1995579, 7.4271836, 1676362.4, 12283390, 1676340.5, 12283193, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6259998-2", "m1026795.3", "n1140522.3", 4096, 2,  0, 2, 7.1995579, 10.483107, 1668183.5, 12280738, 1668142.8, 12280739, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6078767-1", "l3030199", "m1125934", 4160, 6,  0, 330, 7.1995579, 3.737564, 1683921.1, 12273546, 1683853.9, 12273477, 16711680, 3, 0, 0, 0, 0, 16, 1
Line, "Line.ln6017300-1", "m1069189.3", "l2860487.3", 4352, 2,  0, 1, 7.1995579, 6.9464465, 1675446.1, 12268159, 1675290.4, 12268398, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln8979257-2", "221-312488", "m1089183", 4416, 6,  0, 3, 7.1995579, 5.8617513, 1678663.5, 12279598, 1678662.9, 12279553, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln81048109-1", "m1108464.2", "l3102286.2", 4608, 2,  0, 1, 7.1995579, 5.9248036, 1680280.4, 12280153, 1680128.2, 12279985, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.293471", "f739845", "293471", 4672, 6,  0, 3, 7.1995579, 9.4344751, 1669719.1, 12262515, 1669719.1, 12262516, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5534965-2", "p827499.1", "n1139254.1", 4864, 2,  0, 1, 7.1995579, 12.547433, 1673775.8, 12276425, 1673761.9, 12276440, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5655683-1", "m1026657.1", "m1026656.1", 4928, 2,  0, 22, 7.1995579, 12.024662, 1666714.6, 12276478, 1666725.3, 12276462, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5686247-1", "m1108299.2", "m1108300.2", 4992, 2,  0, 2, 7.1995579, 4.929919, 1681333.1, 12270993, 1681355.3, 12270995, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6048642-1", "l3198355.2", "l2805037.2", 5056, 2,  0, 0, 7.1995579, 5.1266614, 1681976.7, 12271042, 1682339.4, 12271068, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5928544-3", "n1137994.3", "m1069484.3", 5120, 2,  0, 10, 7.1995579, 11.335261, 1672916.4, 12279873, 1673050.8, 12280000, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6108172-1", "l2860504.1", "l2860493.1", 5184, 2,  0, 2, 7.1995579, 12.029977, 1664980.4, 12278329, 1664964.8, 12279012, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5532754-1", "m1026783", "m1026780", 5248, 6,  0, 76, 7.1995579, 10.590484, 1668025.1, 12280424, 1667999.9, 12280371, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5591834-1", "p895111.3", "l2895496.3", 5440, 2,  0, 3, 7.1995579, 3.3569661, 1684763, 12276445, 1684533.8, 12276445, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6347196-2", "n1140819", "m1026700", 5504, 6,  0, 41, 7.1995579, 11.663016, 1665943.4, 12278104, 1665859.2, 12278130, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5532741-1", "m1089173.3", "l2935551.3", 5696, 2,  0, 7, 7.1995579, 7.0629977, 1677019.2, 12277475, 1677018.8, 12277674, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5804803-1", "m1026344.1", "m1026364.1", 5760, 2,  0, 1, 7.1995579, 10.346771, 1667363.4, 12260735, 1666951.9, 12261537, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6169248-1", "l2879070", "l3216345", 5824, 6,  0, 195, 7.1995579, 10.313494, 1668406.4, 12283697, 1668136.7, 12283812, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.ln5532786-2", "m1069428.2", "n1139257.2", 6016, 2,  0, 2, 7.1995579, 12.27847, 1674009, 12277235, 1673959.5, 12277257, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5744339-1", "l2991919.1", "m1026361.1", 6080, 2,  0, 14, 7.1995579, 10.475927, 1667350.3, 12261158, 1667347.2, 12261438, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5531255-3", "n1147857.1", "m1009742.1", 6144, 2,  0, 16, 7.1995579, 13.464703, 1662874, 12281229, 1662801.2, 12281064, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5926308-2", "q14412", "m1047325", 6208, 6,  0, 93, 7.1995579, 8.7311093, 1671194, 12264023, 1671194, 12264021, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5683856-3", "n1139263.1", "l3048227.1", 6400, 2,  0, 1, 7.1995579, 11.702993, 1673655.4, 12278801, 1673739.9, 12278812, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6171502-1", "p827506.1", "m1069469.1", 6464, 2,  0, 2, 7.1995579, 11.687671, 1673605.5, 12278795, 1673628.4, 12278798, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5593228-1", "m1027019.2", "l2785522.2", 6528, 2,  0, 1, 7.1995579, 14.826241, 1663359.6, 12292570, 1663557.7, 12292571, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6380800-1", "l3216338.2", "l2973146.2", 6592, 2,  0, 1, 7.1995579, 14.004037, 1659687, 12283816, 1659688, 12283624, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6199525-2", "m3037452.1", "l2973164.1", 6656, 2,  0, 1, 7.1995579, 10.935723, 1667364.2, 12262667, 1667597.8, 12262647, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5772710-2", "l3120376.1", "m1026925.1", 6720, 2,  0, 11, 7.1995579, 11.437044, 1667170, 12285936, 1667245.4, 12286220, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln8961760-1", "m1047612.3", "p828360.3", 6784, 2,  0, 2, 7.1995579, 10.222805, 1669965.6, 12283882, 1669953.7, 12283869, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6047556-1", "m1089195.3", "l3141393.3", 6848, 2,  0, 1, 7.1995579, 7.6253097, 1676298.3, 12282743, 1675928.6, 12282735, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6138603-1", "m1026946.2", "m1026940.2", 6912, 2,  0, 2, 7.1995579, 13.351917, 1664871.9, 12287436, 1664735.9, 12287037, 16711680, 1, 0, 0, 0, 0, 16, 1
